著者__受賞作,著者,受賞作,ISBN10,ImageURL,賞名,Calil
ニール・スティーヴンスン__Seveneves（七人のイヴ）,ニール・スティーヴンスン,Seveneves（七人のイヴ）,4153350389,https://images-na.ssl-images-amazon.com/images/P/4153350389.09.LZZZZZZZ,2016_ヒューゴー賞_長編小説部門_2016年 候補_Seveneves（七人のイヴ）_ニール・スティーヴンスン,https://calil.jp/book/4153350389
ンネディ・オコラフォー__Binti（ビンティ―調和師の旅立ち―）,ンネディ・オコラフォー,Binti（ビンティ―調和師の旅立ち―）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ヒューゴー賞_中長編小説部門_2016年 _Binti（ビンティ―調和師の旅立ち―）_ンネディ・オコラフォー,https://calil.jp/search?q=%E3%83%B3%E3%83%8D%E3%83%87%E3%82%A3%E3%83%BB%E3%82%AA%E3%82%B3%E3%83%A9%E3%83%95%E3%82%A9%E3%83%BC%20%E3%83%93%E3%83%B3%E3%83%86%E3%82%A3%E2%80%95%E8%AA%BF%E5%92%8C%E5%B8%AB%E3%81%AE%E6%97%85%E7%AB%8B%E3%81%A1%E2%80%95
北里紗月__さようなら、お母さん,北里紗月,さようなら、お母さん,4062205300,https://images-na.ssl-images-amazon.com/images/P/4062205300.09.LZZZZZZZ,2016_ばらのまち福山ミステリー文学新人賞_第9回（2016年）優秀作_さようなら、お母さん_北里紗月,https://calil.jp/book/4062205300
稲羽白菟__合邦の密室,稲羽白菟,合邦の密室,4562055804,https://images-na.ssl-images-amazon.com/images/P/4562055804.09.LZZZZZZZ,2016_ばらのまち福山ミステリー文学新人賞_第9回（2016年）準優秀作_合邦の密室_稲羽白菟,https://calil.jp/book/4562055804
須田狗一__殺人者は手に弓を持っている（神の手廻しオルガン）,須田狗一,殺人者は手に弓を持っている（神の手廻しオルガン）,4334911692,https://images-na.ssl-images-amazon.com/images/P/4334911692.09.LZZZZZZZ,2016_ばらのまち福山ミステリー文学新人賞_第9回（2016年）受賞_殺人者は手に弓を持っている_須田狗一,https://calil.jp/book/4334911692
坂嶋竜__プロメテウス・トラバース豪州荒野の秘密,坂嶋竜,プロメテウス・トラバース豪州荒野の秘密,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ばらのまち福山ミステリー文学新人賞_第9回（2016年）候補_プロメテウス・トラバース豪州荒野の秘密_坂嶋竜,https://calil.jp/search?q=%E5%9D%82%E5%B6%8B%E7%AB%9C%20%E3%83%97%E3%83%AD%E3%83%A1%E3%83%86%E3%82%A6%E3%82%B9%E3%83%BB%E3%83%88%E3%83%A9%E3%83%90%E3%83%BC%E3%82%B9%E8%B1%AA%E5%B7%9E%E8%8D%92%E9%87%8E%E3%81%AE%E7%A7%98%E5%AF%86
吉田エン__世界の終わりの壁際で,吉田エン,世界の終わりの壁際で,4150312540,https://images-na.ssl-images-amazon.com/images/P/4150312540.09.LZZZZZZZ,2016_ハヤカワ・SFコンテスト_第4回（2016年）優秀賞_世界の終わりの壁際で_吉田エン,https://calil.jp/book/4150312540
黒石迩守__ヒュレーの海,黒石迩守,ヒュレーの海,4150312532,https://images-na.ssl-images-amazon.com/images/P/4150312532.09.LZZZZZZZ,2016_ハヤカワ・SFコンテスト_第4回（2016年）優秀賞_ヒュレーの海_黒石迩守,https://calil.jp/book/4150312532
ゆきた志旗__Bの戦場,ゆきた志旗,Bの戦場,4086801132,https://images-na.ssl-images-amazon.com/images/P/4086801132.09.LZZZZZZZ,2016_ノベル大賞_第47回（2016年度） 大賞_Bの戦場_ゆきた志旗,https://calil.jp/book/4086801132
ナオミ・ノヴィク__Uprooted（ドラゴンの塔）,ナオミ・ノヴィク,Uprooted（ドラゴンの塔）,4863893663,https://images-na.ssl-images-amazon.com/images/P/4863893663.09.LZZZZZZZ,2016_ネビュラ賞_長編小説部門_2016年 受賞_Uprooted（ドラゴンの塔）_ナオミ・ノヴィク,https://calil.jp/book/4863893663
フラン・ワイルド__Updraft,フラン・ワイルド,Updraft,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネビュラ賞_長編小説部門_2016年 候補_Updraft_フラン・ワイルド,https://calil.jp/search?q=%E3%83%95%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%20Updraft
チャールズ・E・ギャノン__Raising Caine,チャールズ・E・ギャノン,Raising Caine,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネビュラ賞_長編小説部門_2016年 候補_Raising Caine_チャールズ・E・ギャノン,https://calil.jp/search?q=%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BBE%E3%83%BB%E3%82%AE%E3%83%A3%E3%83%8E%E3%83%B3%20Raising%20Caine
ローレンス・M・ショーン__Barsk: The Elephants' Graveyard,ローレンス・M・ショーン,Barsk: The Elephants' Graveyard,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネビュラ賞_長編小説部門_2016年 候補_Barsk: The Elephants' Graveyard_ローレンス・M・ショーン,https://calil.jp/search?q=%E3%83%AD%E3%83%BC%E3%83%AC%E3%83%B3%E3%82%B9%E3%83%BBM%E3%83%BB%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%B3%20Barsk%3A%20The%20Elephants%27%20Graveyard
アン・レッキー__Ancillary Mercy（星群艦隊）,アン・レッキー,Ancillary Mercy（星群艦隊）,4488758037,https://images-na.ssl-images-amazon.com/images/P/4488758037.09.LZZZZZZZ,2016_ネビュラ賞_長編小説部門_2016年 候補_Ancillary Mercy（星群艦隊）_アン・レッキー,https://calil.jp/book/4488758037
オスカる__異世界をガチャで切り開け!（希望のクライノート 魔法戦士は異世界限定ガチャを回す）,オスカる,異世界をガチャで切り開け!（希望のクライノート 魔法戦士は異世界限定ガチャを回す）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）追加受賞_異世界をガチャで切り開け!（希望のクライノート 魔法戦士は異世界限定ガチャを回す）_オスカる,https://calil.jp/search?q=%E3%82%AA%E3%82%B9%E3%82%AB%E3%82%8B%20%E5%B8%8C%E6%9C%9B%E3%81%AE%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%8E%E3%83%BC%E3%83%88%20%E9%AD%94%E6%B3%95%E6%88%A6%E5%A3%AB%E3%81%AF%E7%95%B0%E4%B8%96%E7%95%8C%E9%99%90%E5%AE%9A%E3%82%AC%E3%83%81%E3%83%A3%E3%82%92%E5%9B%9E%E3%81%99
佐々木さざめき__神さまSHOPでチートの香り,佐々木さざめき,神さまSHOPでチートの香り,486529242X,https://images-na.ssl-images-amazon.com/images/P/486529242X.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）拾い上げ_神さまSHOPでチートの香り_佐々木さざめき,https://calil.jp/book/486529242X
岩月クロ__蜥蜴の忠誠、貴方に誓う。,岩月クロ,蜥蜴の忠誠、貴方に誓う。,4800264758,https://images-na.ssl-images-amazon.com/images/P/4800264758.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_蜥蜴の忠誠、貴方に誓う。_岩月クロ,https://calil.jp/book/4800264758
夜猫__薔薇姫は支配者として君臨する,夜猫,薔薇姫は支配者として君臨する,4865292594,https://images-na.ssl-images-amazon.com/images/P/4865292594.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_薔薇姫は支配者として君臨する_夜猫,https://calil.jp/book/4865292594
ポルカ__明かせぬ正体 〜乞食に堕とされた最強の男の復讐〜,ポルカ,明かせぬ正体 〜乞食に堕とされた最強の男の復讐〜,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_明かせぬ正体 〜乞食に堕とされた最強の男の復讐〜_ポルカ,https://calil.jp/search?q=%E3%83%9D%E3%83%AB%E3%82%AB%20%E6%98%8E%E3%81%8B%E3%81%9B%E3%81%AC%E6%AD%A3%E4%BD%93%20%E3%80%9C%E4%B9%9E%E9%A3%9F%E3%81%AB%E5%A0%95%E3%81%A8%E3%81%95%E3%82%8C%E3%81%9F%E6%9C%80%E5%BC%B7%E3%81%AE%E7%94%B7%E3%81%AE%E5%BE%A9%E8%AE%90%E3%80%9C
伏(龍)__魔剣師の魔剣による魔剣のためのハーレムライフ,伏(龍),魔剣師の魔剣による魔剣のためのハーレムライフ,4775314645,https://images-na.ssl-images-amazon.com/images/P/4775314645.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_魔剣師の魔剣による魔剣のためのハーレムライフ_伏(龍),https://calil.jp/book/4775314645
クロサキリク__白いしっぽと私の日常,クロサキリク,白いしっぽと私の日常,4865292705,https://images-na.ssl-images-amazon.com/images/P/4865292705.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_白いしっぽと私の日常_クロサキリク,https://calil.jp/book/4865292705
みのろう__日本国召喚,みのろう,日本国召喚,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_日本国召喚_みのろう,https://calil.jp/search?q=%E3%81%BF%E3%81%AE%E3%82%8D%E3%81%86%20%E6%97%A5%E6%9C%AC%E5%9B%BD%E5%8F%AC%E5%96%9A
ルンパルンパ__奴隷商人になったよin異世界,ルンパルンパ,奴隷商人になったよin異世界,4865292284,https://images-na.ssl-images-amazon.com/images/P/4865292284.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_奴隷商人になったよin異世界_ルンパルンパ,https://calil.jp/book/4865292284
棚架ユウ__転生したら剣でした,棚架ユウ,転生したら剣でした,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_転生したら剣でした_棚架ユウ,https://calil.jp/search?q=%E6%A3%9A%E6%9E%B6%E3%83%A6%E3%82%A6%20%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%9F%E3%82%89%E5%89%A3%E3%81%A7%E3%81%97%E3%81%9F
筏田かつら__静かの海,筏田かつら,静かの海,4800285003,https://images-na.ssl-images-amazon.com/images/P/4800285003.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_静かの海_筏田かつら,https://calil.jp/book/4800285003
みゅうみゅう__召喚獣ですがご主人様がきびしいです,みゅうみゅう,召喚獣ですがご主人様がきびしいです,4800267587,https://images-na.ssl-images-amazon.com/images/P/4800267587.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_召喚獣ですがご主人様がきびしいです_みゅうみゅう,https://calil.jp/book/4800267587
昼熊__自分が異世界に転移するなら,昼熊,自分が異世界に転移するなら,4800264731,https://images-na.ssl-images-amazon.com/images/P/4800264731.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_自分が異世界に転移するなら_昼熊,https://calil.jp/book/4800264731
デンスケ__四度目は嫌な死属性魔術師,デンスケ,四度目は嫌な死属性魔術師,4891994088,https://images-na.ssl-images-amazon.com/images/P/4891994088.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_四度目は嫌な死属性魔術師_デンスケ,https://calil.jp/book/4891994088
paiちゃん__山賊よ、大志を抱け。王国再興を成し遂げるために!,paiちゃん,山賊よ、大志を抱け。王国再興を成し遂げるために!,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_山賊よ、大志を抱け。王国再興を成し遂げるために!_paiちゃん,https://calil.jp/search?q=pai%E3%81%A1%E3%82%83%E3%82%93%20%E5%B1%B1%E8%B3%8A%E3%82%88%E3%80%81%E5%A4%A7%E5%BF%97%E3%82%92%E6%8A%B1%E3%81%91%E3%80%82%E7%8E%8B%E5%9B%BD%E5%86%8D%E8%88%88%E3%82%92%E6%88%90%E3%81%97%E9%81%82%E3%81%92%E3%82%8B%E3%81%9F%E3%82%81%E3%81%AB%21
kimimaro__最強魔王様の日本グルメ,kimimaro,最強魔王様の日本グルメ,4800260531,https://images-na.ssl-images-amazon.com/images/P/4800260531.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_最強魔王様の日本グルメ_kimimaro,https://calil.jp/book/4800260531
筏田かつら__眼鏡とあまのじゃく〜地味なモブの俺が、なぜか派手なギャルの美少女につきまとわれてる件について〜（君に恋をするなんて、ありえないはずだった）,筏田かつら,眼鏡とあまのじゃく〜地味なモブの俺が、なぜか派手なギャルの美少女につきまとわれてる件について〜（君に恋をするなんて、ありえないはずだった）,4800270294,https://images-na.ssl-images-amazon.com/images/P/4800270294.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_眼鏡とあまのじゃく〜地味なモブの俺が、なぜか派手なギャルの美少女につきまとわれてる件について〜（君に恋をするなんて、ありえないはずだった）_筏田かつら,https://calil.jp/book/4800270294
左リュウ__俺は/私は オタク友達がほしいっ!,左リュウ,俺は/私は オタク友達がほしいっ!,4865292462,https://images-na.ssl-images-amazon.com/images/P/4865292462.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_俺は/私は オタク友達がほしいっ!_左リュウ,https://calil.jp/book/4865292462
Sin Guilty__異世界娼館の支配人,Sin Guilty,異世界娼館の支配人,4800263433,https://images-na.ssl-images-amazon.com/images/P/4800263433.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_異世界娼館の支配人_Sin Guilty,https://calil.jp/book/4800263433
Swind__異世界駅舎の喫茶店,Swind,異世界駅舎の喫茶店,4800260590,https://images-na.ssl-images-amazon.com/images/P/4800260590.09.LZZZZZZZ,2016_ネット小説大賞_第4回（2016年）受賞_異世界駅舎の喫茶店_Swind,https://calil.jp/book/4800260590
トラ子猫__異世界の魔法言語がどう見ても日本語だった件,トラ子猫,異世界の魔法言語がどう見ても日本語だった件,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_異世界の魔法言語がどう見ても日本語だった件_トラ子猫,https://calil.jp/search?q=%E3%83%88%E3%83%A9%E5%AD%90%E7%8C%AB%20%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%AE%E9%AD%94%E6%B3%95%E8%A8%80%E8%AA%9E%E3%81%8C%E3%81%A9%E3%81%86%E8%A6%8B%E3%81%A6%E3%82%82%E6%97%A5%E6%9C%AC%E8%AA%9E%E3%81%A0%E3%81%A3%E3%81%9F%E4%BB%B6
向日葵__異世界でもふもふなでなでするためにがんばってます。,向日葵,異世界でもふもふなでなでするためにがんばってます。,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_異世界でもふもふなでなでするためにがんばってます。_向日葵,https://calil.jp/search?q=%E5%90%91%E6%97%A5%E8%91%B5%20%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%A7%E3%82%82%E3%81%B5%E3%82%82%E3%81%B5%E3%81%AA%E3%81%A7%E3%81%AA%E3%81%A7%E3%81%99%E3%82%8B%E3%81%9F%E3%82%81%E3%81%AB%E3%81%8C%E3%82%93%E3%81%B0%E3%81%A3%E3%81%A6%E3%81%BE%E3%81%99%E3%80%82
時野洋輔__異世界でアイテムコレクター,時野洋輔,異世界でアイテムコレクター,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2016_ネット小説大賞_第4回（2016年）受賞_異世界でアイテムコレクター_時野洋輔,https://calil.jp/search?q=%E6%99%82%E9%87%8E%E6%B4%8B%E8%BC%94%20%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%A7%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%BF%E3%83%BC
